Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","1546.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2021","2021","7021","Annual value","USD","264.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2021","2021","7021","Annual value","USD","1078.1","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","2692.8","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","340.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2031.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2749.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1787.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1756.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1909.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","885.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","787.1","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","901.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","848.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2021","2021","7021","Annual value","USD","425.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","1208.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","780","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","318.8","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0118","Millet","2021","2021","7021","Annual value","USD","360.5","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","458.2","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","1026.8","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01312","Bananas","2021","2021","7021","Annual value","USD","584.8","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","220.1","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01657","Ginger, raw","2021","2021","7021","Annual value","USD","604.6","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01252","Green garlic","2021","2021","7021","Annual value","USD","1320.5","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","2718.9","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01922.01","Jute, raw or retted","2021","2021","7021","Annual value","USD","798.9","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2021","2021","7021","Annual value","USD","938.1","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01704","Lentils, dry","2021","2021","7021","Annual value","USD","713.1","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","295.8","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2021","2021","7021","Annual value","USD","671.3","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","21112","Meat of buffalo, fresh or chilled","2021","2021","7021","Annual value","USD","2401.7","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2021","2021","7021","Annual value","USD","2411.2","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","21116","Meat of goat, fresh or chilled","2021","2021","7021","Annual value","USD","5637.5","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","7021","Annual value","USD","2461.2","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0118","Millet","2021","2021","7021","Annual value","USD","405.3","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01442","Mustard seed","2021","2021","7021","Annual value","USD","1862.3","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","338.6","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01323","Oranges","2021","2021","7021","Annual value","USD","699.7","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","302.1","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","307.8","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","02212","Raw milk of buffalo","2021","2021","7021","Annual value","USD","642.3","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","546.3","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","296.8","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","776.7","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01802","Sugar cane","2021","2021","7021","Annual value","USD","46.6","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01620","Tea leaves","2021","2021","7021","Annual value","USD","741.8","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2021","2021","7021","Annual value","USD","1159.7","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","307.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","986.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01211","Asparagus","2021","2021","7021","Annual value","USD","4561.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","271.1","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","1094","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01212","Cabbages","2021","2021","7021","Annual value","USD","271.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2021","2021","7021","Annual value","USD","200.2","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2021","2021","7021","Annual value","USD","1073.1","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","7021","Annual value","USD","1318.1","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2021","2021","7021","Annual value","USD","655.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2021","2021","7021","Annual value","USD","740.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","1189.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","21118.01b","Horse meat, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","783.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2021","2021","7021","Annual value","USD","976.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2021","2021","7021","Annual value","USD","2205.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1828.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","984.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1276.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","21114b","Meat of rabbits and hares, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2055.5","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","3831.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01270","Mushrooms and truffles","2021","2021","7021","Annual value","USD","1753.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","160.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","797.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01448","Poppy seed","2021","2021","7021","Annual value","USD","2148.4","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","159.1","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2021","2021","7021","Annual value","USD","591.4","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","400.5","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2021","2021","7021","Annual value","USD","813.2","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01354","Strawberries","2021","2021","7021","Annual value","USD","5244.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01801","Sugar beet","2021","2021","7021","Annual value","USD","42.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","927.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","01191","Triticale","2021","2021","7021","Annual value","USD","278.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","278.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01312","Bananas","2021","2021","7021","Annual value","USD","3277.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2021","2021","7021","Annual value","USD","5160.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2021","2021","7021","Annual value","USD","1214.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2021","2021","7021","Annual value","USD","3313.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","5153.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2021","2021","7021","Annual value","USD","4062.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","609.6","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2021","2021","7021","Annual value","USD","4063.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","6418.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","8601.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","5046.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","5589.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","8539.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","02910","Natural honey","2021","2021","7021","Annual value","USD","14950.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01323","Oranges","2021","2021","7021","Annual value","USD","2949.5","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01359.90","Other fruits, n.e.c.","2021","2021","7021","Annual value","USD","7301.2","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2021","2021","7021","Annual value","USD","12390.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01290.90","Other vegetables, fresh n.e.c.","2021","2021","7021","Annual value","USD","3633.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","1027.6","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","1287.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2021","2021","7021","Annual value","USD","4261.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01550","Taro","2021","2021","7021","Annual value","USD","5321.1","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01221","Watermelons","2021","2021","7021","Annual value","USD","1760.5","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","594.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2021","2021","7021","Annual value","USD","6329.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","587.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","280.8","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","21170.02","Game meat, fresh, chilled or frozen","2021","2021","7021","Annual value","USD","2078.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01352","Kiwi fruit","2021","2021","7021","Annual value","USD","2022.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","307.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1660.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1343.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2122.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2107.8","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0117","Oats","2021","2021","7021","Annual value","USD","282.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","434.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","7021","Annual value","USD","1796.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","323.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","786.2","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01212","Cabbages","2021","2021","7021","Annual value","USD","87","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2021","2021","7021","Annual value","USD","195.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","1567.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01610","Coffee, green","2021","2021","7021","Annual value","USD","1380.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2021","2021","7021","Annual value","USD","542","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","332.3","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2922.1","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1219.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1780.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","635.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","585.3","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","312.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","353.4","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01444","Sesame seed","2021","2021","7021","Annual value","USD","842","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","0114","Sorghum","2021","2021","7021","Annual value","USD","375.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","1342.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01802","Sugar cane","2021","2021","7021","Annual value","USD","27.6","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","559.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2021","2021","7021","Annual value","USD","5663.2","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01591","Yautia","2021","2021","7021","Annual value","USD","246.9","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01708","Bambara beans, dry","2021","2021","7021","Annual value","USD","324.6","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01212","Cabbages","2021","2021","7021","Annual value","USD","151.5","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2021","2021","7021","Annual value","USD","968.4","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2021","2021","7021","Annual value","USD","528.4","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2021","2021","7021","Annual value","USD","193","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","7021","Annual value","USD","730.3","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2021","2021","7021","Annual value","USD","661.8","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01314","Dates","2021","2021","7021","Annual value","USD","892.6","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2021","2021","7021","Annual value","USD","313.8","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01252","Green garlic","2021","2021","7021","Annual value","USD","604.1","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2021","2021","7021","Annual value","USD","342.6","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2021","2021","7021","Annual value","USD","3678.8","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21118.01b","Horse meat, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","699.1","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2021","2021","7021","Annual value","USD","111.8","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","362.5","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2021","2021","7021","Annual value","USD","510.3","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21118.02b","Meat of asses, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","252.8","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21117.01b","Meat of camels, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1084.9","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","617.4","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","3688.6","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","1806.5","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","796.5","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2021","2021","7021","Annual value","USD","2313.2","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","0118","Millet","2021","2021","7021","Annual value","USD","202","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2021","2021","7021","Annual value","USD","270.5","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2021","2021","7021","Annual value","USD","966.6","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01359.90","Other fruits, n.e.c.","2021","2021","7021","Annual value","USD","402.1","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01449.90","Other oil seeds, n.e.c.","2021","2021","7021","Annual value","USD","297.5","A","Official figure"
"PP","Producer Prices","562","Niger","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2021","2021","7021","Annual value","USD","256.1","A","Official figure"
