product_name,ingredients_text,countries_en,is_english,MRIO_CPC_description,lca_food_group,lca_similarity,co2_kg_per_kg,land_use_m2_per_kg
Minis Candy,Pure raw honey,United States,True,Processing of Food products nec,Chocolate cereals,0.54124784,2.8776255585585586,7.379762667567568
Mixed peppers,,United Kingdom,True,Cultivation of crops nec,Peppers,0.78753203,0.9186621428571428,1.2399449999999992
Raw Shrimp,"Shrimp salt, sodium phosphate (to retain moisture)",United States,True,Manufacture of fish products,Prawns,0.52985716,20.91128278264463,1.0171648834710745
Spring onions,,United Kingdom,True,Cultivation of crops nec,Onions,0.7930348,0.3628603477707006,0.3953572643312102
Yellow Corn Tortilla Chips,"Stone ground organic yellow corn, expeller pressed safflower or sunflower oil, salt and lime.",United States,True,Cultivation of crops nec,Tortilla wraps,0.55279744,0.9485836666666668,2.2561128055555555
Blueberry Pomegranate Crunch,"Ingredients: dry roasted almonds, cashews, pistachios, pure cane sugar, rice syrup, dried blueberries, pomegranate powder, sea salt and natural flavors.",United States,True,Manufacture of beverages,Strawberries,0.47138628,3.241715,3.44723
"Guiltless Gourmet, Organic Unsweetened Coconut Water","Organic coconut water, ascorbic acid.",United States,True,Manufacture of beverages,Coconut oil,0.57896656,0.5287412809523809,0.7344970952380951
"Augason Farms, Vital Wheat Gluten",Vital wheat gluten.,United States,True,Cultivation of wheat,Meat-free mince,0.35934463,0.8770376238095239,5.802559076190476
Hazelnut Spread With Cocoa,"Sugar, palm oil, hazelnuts, cocoa, skim, milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor.",United States,True,Cultivation of crops nec,Chocolate spread,0.671947,5.372300393750001,9.384214210714283
"La Eur, 3 Milk Soft Ripened Cheese","Pasteurized cow milk, pasteurized sheep milk, pasteurized goat milk, salt, rennet.",United States,True,Processing of dairy products,Dairy-free cheese,0.63745743,1.976174015,4.213885965
Diced In Tomato Juice,"Organic tomatoes, organic tomato juice, sea salt, citric acid, calcium chloride.",United States,True,Manufacture of beverages,Tomatoes,0.59666497,2.271515456192983,0.8890183432280702
Bambu Extra Cream Wafer Filled With Hazelnut Cream,"Wheat flour - coconut oil - dehydrated glucose syrup - sugar hazelnuts 10.8% in the cream corresponding to 8,6% of the total ingredients - whey powder (milk) - soya flour - dried skimmed milk - low fat cocoa - dextrose - emulsifier: soya lecithin - raisin",United States,True,Processing of dairy products,Ice cream,0.43216863,3.661809453757829,5.287275175574113
Strawberry Preserves,"Strawberries, corn syrup, high fructose corn syrup, sugar, citric acid, fruit pectin.",United States,True,Cultivation of crops nec,Strawberries,0.74983585,3.241715,3.44723
Sweet Cooking Rice Seasoning,"Glucose syrup, water, alcohol, rice, corn syrup, salt",United States,True,Cultivation of cereal grains nec,Rice,0.58143973,3.925909801226994,2.9366605355828224
Curiously Strong Mints,"Sugar, Dextrose, Glucose, Peppermint Flavouring, Gelling Agent: Beef Gelatine, Menthol","France,United Kingdom",True,Manufacture of beverages,Limes,0.39388648,0.4630078571428571,0.6261871428571429
All Butter Cookies Belgian Chocolate Chunk,"Wheatflour contains Gluten (With Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin) • Dark Chocolate Chunks (22%) (Sugar • Cocoa Mass • Cocoa Butter • Emulsifier: Soya Lecithin • Vanilla Flavouring) • Sugar • Butter (Milk) (18%) • Milk Chocolate Chunks (11 %) (Sugar • Dried Whole Milk • Cocoa Butter • Cocoa Mass • ü noulsifier: Soya Lecithin • Vanilla Flavouring) • Raising Agent: E450, Sodium Bicarbonate, E503 • Salt • Vanilla Flavouring. Dark Chocolate contains Cocoa Solids 42% minimum. Milk Chocolate contains Cocoa Solids 29% minimum, Milk Solids 22% minimum.",France,True,Processing of Food products nec,Cookies,0.5215285,3.3572777805192344,7.1841136765092575
All Butter Belgian White Chocolate Chunk Cookies,"Morceaux de chocolat blanc (35%) (Sucre - _Lait_ en poudre entier -Beurre de cacao - _Lait_ en poudre écrémé émulsifiant : lécithine de _soja_, arôme vanille) - Farine de _blé_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) - _Beurre_ (19%) - Sucre - Fécule de maïs -Poudre à lever: E450, bicarbonate de soude, E5030 - sirop de sucre inverti - sel.","France,United Kingdom",True,Processing of Food products nec,Cookies,0.55621713,3.3572777805192344,7.1841136765092575
All Butter Fruity Flapjack Cookies,"Sucre • Beurre (_Lait_) (15%) • flocons d'_avoine_ (contient du _gluten_) • Farine de _blé_(contient du _gluten_) (avec du _blé_, du carbonate de calcium, du fer, de la niacine, de la thiamine) • Raisins secs (12%) • Noix de coco desséchée (8 %) • Abricots séchés (7 %) (Abricots • Farine de riz • Conservateur: E220 (_Sulfites_)) • Golden syrup (sirop de sucre inverti) • _œufs_ pasteurisés • Agent de levage: Bicarbonate de sodium, E450, E503, sel, Mélasse. ","France,United Kingdom",True,Manufacture of fish products,Cookies,0.6397169,3.3572777805192344,7.1841136765092575
All butter Cranberry & Orange Cookies,"Farine de _blé_ contient _Gluten_ (avec Farine de _blé_. Carbonate de; calcium. Fer. Niacine, Thiamine) - Canneberges déshydratées sucrées (29%) (Sucre - canneberges - Antioxydant : Acide citrique - Huile de tournesol) - Sucre - Beurre (_Lait_) (17%) . Sirop de glucose - Fécule de maïs - _Lait_ en poudre  - Poudre à lever: E450, Bicarbonate de soude, E503 - Sel - Arôme orange.i","France,United Kingdom",True,Processing of dairy products,Cookies,0.52783585,3.3572777805192344,7.1841136765092575
All Butter Triple Belgian Chocolate Chunk Cookies,,"France,United Kingdom",True,Processing of dairy products,Cookies,0.53667265,3.3572777805192344,7.1841136765092575
Chocolate chip & hazelnut cookies,"Wheatflour contains Gluten (With Wheatflour, Calcium Carbonate, Iron, Niacin, nut) Thiamin) Dark Chocolate Chips (20%) (Sugar ? Cocoa Butter ? Cocoa Mass ? Emulsifier: Soya Lecithin ? Vanilla llavouri ng) ? Palm Oil ? Sugar ? Roasted Hav!nuts (3%) ? Dried }kimmed Milk ? Golden Syrup (Invert Sugar Syrup) Salt ? Raising Agent: Sodium Bicarbonate, E450, E503 ? Emulsifier: Soya Lecithin ? Vanilla Flavouring. Dark Chocolate contains Cocoa Solids 39% minimum.",France,True,Processing of Food products nec,Chocolate biscuits,0.5961721,5.083679001818182,13.565422218484848
Chicken pad thaï,,"France,United Kingdom",True,Production of meat products nec,Chicken curry,0.64031154,3.616545986208796,3.977668290601017
Imported Olive Oil,"Refined olive oil, extra virgin olive oil.",United States,True,Cultivation of crops nec,Olive oil,0.7874814,5.184628231372549,21.707958043137253
Wild Rice,California wild rice.,United States,True,Cultivation of cereal grains nec,Rice,0.82873875,3.925909801226994,2.9366605355828224
Olive Oil,Extra virgin olive oil,United States,True,Cultivation of oil seeds,Olive oil,1.0,5.184628231372549,21.707958043137253
Reduced Fat Mayonnaise,,United States,True,Processing of Food products nec,Yoghurt,0.46996027,3.1118107311672683,3.2097209967509026
Conrads Apfelmus,,France,True,Animal products nec,Spinach,0.3242977,1.0091279447881063,0.9922938889942162
"Creamed Honey, Multi-Floral & Clover Blossoms",Creamed honey.,United States,True,Manufacture of beverages,Sunflower oil,0.39651132,3.6613972142857145,19.461267114285715
mostly mesquite honey,,United States,True,Processing of Food products nec,Sugar,0.45516926,1.851685668181818,2.153669372727273
Whole Kernel Corn,"Corn, water, salt.",United States,True,Cultivation of cereal grains nec,Popcorn,0.48790333,1.813625906,3.1817772333333334
Clam Chowder A Condensed Soup,"Sea clams, sea clam juice, potatoes, wheat flour, modified corn starch, salt, soybean oil, onions, natural clam flavor, celery, xanthan gum, black pepper.",United States,True,Manufacture of beverages,Egg noodles,0.4263771,1.3815115279411767,2.9990484029411766
"Just Great Stuff, The Original Powdered Organic Peanut Butter","Organic peanuts, organic coconut sugar*, sea salt.",United States,True,Processing of Food products nec,Peanut butter,0.66762346,3.434960202255639,8.694059591729324
Colossal Olives With Jalapeno Peppers,"Olives, water, salt, vinegar (contains sulfats), jalapeno pappers, lactic acid.",United States,True,Cultivation of oil seeds,Olive oil,0.57524157,5.184628231372549,21.707958043137253
Naturally Flavored Sparkling Mountain Spring Water,"Carbonated mountain spring water, natural flavors, blackberry juice concentrate, malic acid, potassium benzoate (to ensure freshness), sucralose, green tea extract, red #40, biotin 1% trit. (maltodextrin), niacinamide (b3), d-calcium pantothenate (b5), vi",United States,True,Manufacture of beverages,Sugar,0.36189276,1.851685668181818,2.153669372727273
"Kevin Durant Kd 35 Limited Edition, Naturally Flavored Sparkling Water","Carbonated water, orange juice concentrate, citric acid, natural flavors, potassium benzoate (to ensure freshness), gum arabic, sucralose, green tea extract, ester gum, calcium disodium edta (to protect flavor), biotin, niacin (b3), yellow 6, pantothenic",United States,True,Manufacture of beverages,Kale,0.3678911,0.9034191734693876,0.8103920489795918
Coconut Pineapple Naturally Flavored Sparkling Mountain Spring Water,"Carbonated mountain spring water, natural flavors, pineapple juice concentrate , coconut water concentrate, malic acid, potassium benzoate (to ensure freshness), ester gum, sucralose, green tea extract, biotin 1% trit, (maltodextrin),niacinamide (b3), d-c",United States,True,Manufacture of beverages,Pineapple,0.5105326,0.9320080325,1.01530539
Peach Nectarine Naturally Flavored Sparkling Mountain Spring Water,"Carbonated mountain spring water, natural flavors, peach juice concentrate, malic acid, ester gum, potassium benzoate (to ensure freshness), sucralose, green tea extract, calcium disodium edta (to protect flavor), biotin 1% trit. (maltodextrin), niacinami",United States,True,Manufacture of beverages,Sugar,0.42137477,1.851685668181818,2.153669372727273
"Lemonade, Naturally Flavored Sparkling Mountain Spring Water","Carbonated mountain spring water, natural flavors, citric acid, apple juice concentrate, lemon juice concentrate, potassium benzoate (to ensure freshness), sucralose, ester gum, green tea extract, calcium disodium edta (to protect flavor), red #40, yellow",United States,True,Manufacture of beverages,Orange juice,0.4800177,0.4888484060085837,0.7052967030042918
Naturally Flavored Sparkling Mountain Spring Water,"Carbonated mountain spring water, citric acid, natural flavors, apple juice concentrate, lemon juice concentrate, potassium benzoate (to ensure freshness), peach juice concentrate, sucralose, ester gum, green tea extract, calcium disodium edta (to protect",United States,True,Manufacture of beverages,Sugar,0.36189276,1.851685668181818,2.153669372727273
Naturally Flavored Sparkling Mountain Spring Water,"Carbonated mountain spring water, apple juice concentrate, citric acid, natural flavors, cherry juice concentrate, lime juice concentrate, potassium benzoate (to ensure freshness), sucralose, green tea extra, gum arabic, calcium disodium edta (to protect",United States,True,Manufacture of beverages,Sugar,0.36189276,1.851685668181818,2.153669372727273
Happy Cola Candy,"Glucose syrup, sugar, dextrose, gelatin, citric acid, flavor, glazing agent: beeswax white and yellow, carnauba wax, acidity regulator: sodium citrate, caramel syrup, stabilizer: carrageenan.",United States,True,Manufacture of beverages,Sugar,0.5341378,1.851685668181818,2.153669372727273
Finest Milk Chocolate,"Sugar, cocoa butter, hazelnuts, whole milk powder, cocoa mass rum - raisins [raisins, rum 60% vol., rum flavor], lactose, whey powder, hazelnut paste, emulsifier: soy lecithin, flavor: vanille extract. cocoa solids: 31% minimum in chocolate.",United States,True,Processing of dairy products,Milk chocolate,0.84734315,10.800274824937029,17.273873918891688
Carrot & Coriander soup,,France,True,Cultivation of crops nec,Carrots,0.47093347,0.935163376,1.601823487
Large flat mushrooms,Large flat mushrooms,United Kingdom,True,Cultivation of plant-based fibers,Mushrooms,0.7894979,2.3529166740331493,2.8723417099447515
Kids fruity abricot,"More information on www.paulandlinh.com Mékong Biscuits à l'abricot sans gluten et sans lait Inaréd:ents: abncots• 27% . swe de canne'. Œufs*, huile de colza'. fanne de riz'. fanne de chàtagne•, amandes*e miel'. (amidon de mais'. poudre de vanille Bourbon'. poudre à IZ c bicarbonate de sodium, tartrate monopotassique), arôme naturel d'abricot Produits ISSUS de rAgricu!ture Fabriqués dans un ateLer uti•",France,True,Manufacture of beverages,Strawberries,0.46988872,3.241715,3.44723
Black & White Crispbread Sticks,,France,True,Processing of Food products nec,Crisps,0.54195386,3.031724447874016,7.525948306062991
Apple Pear & Asparagus,,"France,United Kingdom",True,Cultivation of crops nec,Asparagus,0.7226551,0.9256918166666668,1.4017694694444445
"International Inc., Frozen Shrimp Tempura","Seasoned flour (wheat flour wheat starch baking powder [sodium bicarbonate, glucond, deltalactone, calcium, phosphate, sodium acid pyrophosphate], salt, pepper), shrimp,water, soybean oil, salt, and sugar.",United States,True,Processing of Food products nec,Prawns,0.4255456,20.91128278264463,1.0171648834710745
Mediterranean Sea Salt,Mediterranean sea salt.,United States,True,"""Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)""",Cod fish fingers,0.3595115,9.313181566197184,5.416457632394366
Baja Chipotle With Lime Juice,"Distilled vinegar, lime juice, high fructose corn syrup, water, tomato puree (water, tomato paste), salt, spices, (including chioptle chili pepper), modified corn starch, garlic, caramel color, xanthan gum, sodium benzoate and potassium sorbate and calciu",United States,True,Manufacture of beverages,Orange juice,0.46749225,0.4888484060085837,0.7052967030042918
"Marinade, Steak & Chop With Garlic & Cracked Black Pepper","Water, distilled vinegar, lemon juice, salt, soy sauce (water, wheat, soybeans, salt), modified corn starch, spices (including black pepper, mustard seed, paprika, caraway seed, turmeric), rice flour, high fructose corn syrup, garlic, soybean oil, caramel",United States,True,Production of meat products nec,Peppers,0.45599383,0.9186621428571428,1.2399449999999992
Fajitas Seasoning Mix,"Brown rice flour, chili powder, sea salt, paprika, evaporated cane juice, granulated onion, granulated garlic, ground cumin, and oregano.",United States,True,Production of meat products nec,Croissants,0.3835392,1.6822277803614705,3.670050556025579
4 Indulgent & Chewy Maple Syrup & Pecan Giant Cookies,"Farine de _blé_ contient Gluten (avec Farine de _blé_, calcium, Fer, Niacine, Thiamine) • Sucre • _Noix de Pécan_ (12%) • Beurre (_Lait_) • Huile de palme • Huile de colza • Sirop • Sirop de sucre inverti • Fructose • Sucre roux • _Lait_ écrémé • Maltodextrine • Sirop de sucre • _Œufs_ de poules en poudre • Poudre à lever : Bicarbonate de soude, E450, sel.",France,True,Sugar refining,Cookies,0.4944884,3.3572777805192344,7.1841136765092575
Giant cookies triple belgian chocolate,,"France,United Kingdom",True,Processing of dairy products,Cookies,0.52256876,3.3572777805192344,7.1841136765092575
Organic Sunny Days Snack Bars,"Organic flours (organic wheat, organic oat and organic corn), organic strawberry filling (organic cane syrup, organic brown rice syrup, organic apple powder, organic rice starch, organic strawberries, natural flavor, vegetable glycerin, pectin, citric acid, red cabbage extract [for color], organic cane syrup, organic sunflower and/or organic canola oil, organic wheat bran, calcium carbonate, organic honey, organic butter flavor (milk), natural flavors, baking soda, cream of tarter, organic acacia gum, sea salt, vitamin mix (niacinamide, pyridoxine hydrochloride, cyanocobalmin,riboflavin, folic acid, thiamine hydrochloride), zinc oxide, reduced iron.",United States,True,Manufacture of beverages,Cereal bars,0.539058,2.8533841636861315,5.560588325729928
Scottish shortbread,,United Kingdom,True,Processing of Food products nec,Shortbread biscuits,0.72886187,2.223782583333333,3.0729300000000004
Chili Garlic Sauce,"Chili, salt, garlic, distilled vinegar, potassium sorbate and sodium bisulfite as preservatives and xanthan gum.",United States,True,Processing of Food products nec,Peppers,0.57089174,0.9186621428571428,1.2399449999999992
Sriracha Hot Chili Sauce,"Chili, sugar, salt, garlic, distilled vinegar, potassium sorbate, contains sodium bisulfite as preservatives, and xanthan gum.",United States,True,Processing of Food products nec,Chicken curry,0.50379634,3.616545986208796,3.977668290601017
Yorkshire Gold,"eau, _orge_ malté, _blé_ torréfié, sucre Demerara, dioxyde de carbone, houblon, levure.",France,True,"""Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)""",Apples,0.4059241,0.5073538973544973,0.6689985968253969
Honey roast ham,"Porc d’origine britannique (élaboré avec 120 g de porc cru pour 100 g de jambon rôti au miel); Sucre; Miel (2%); Sels de salaison (Sel, Conservateur: Nitrite de sodium); Sirop de sucre caramélisé.  ","France,United Kingdom",True,Production of meat products nec,Pork sausages,0.49959213,9.76787802021892,13.559548049646155
"Wafers, Assortment Of Wafers","Palm and coconut fat, wheat flour, dextrose, sugar, chocolate (sugar, cocoa liquor, cocoa butter, soya lecithin (emulsifier)), lactose (milk), cocoa powder, sweet lupin flour, wheat starch, barley malt extract, salt, egg, soya lecithin (emulsifier), natur",United States,True,Processing of Food products nec,Muffins,0.3875827,2.5836309558468336,3.076159288199736
French Onion Dip,"Skim milk, whey (milk), palm oil, water, contains less than 2% of onion*, parsley*, salt, sugar, hydrolyzed soy and corn protein, hydrolyzed torula and brewer's yeast protein, citric acid, lactic acid, acetic acid, monosodium glutamate, food starch-modified, gelatin, sodium hexametaphosphate, locust bean gum, soy lecithin, potassium sorbate (to preserve freshness), guar gum, carrageenan yellow 5 & 6. *dehydrated.",United States,True,Processing of Food products nec,Onions,0.57088333,0.3628603477707006,0.3953572643312102
"Ventura, Soybean - Peanut Frying Oil Blend","Peanut oil, soybean oil, tbhq and citric acid added to protect flavor, dimethylpolysiloxane, an anti-foaming agent added.",United States,True,Cultivation of crops nec,Coconut oil,0.5240261,0.5287412809523809,0.7344970952380951
Cornish Cruncher & Balsamic Onion,,"France,United Kingdom",True,Cultivation of crops nec,Onions,0.55050355,0.3628603477707006,0.3953572643312102
Date & walnut toasts,"Energy 8400kJ/2000kcal Fat 70g Saturates 20g Sugars 90g Salt 6g biscottes sans gluten avec des dattes, des noix et des graines de tournesol - élaborées sans blé INGRÉDIENTS Farine de riz • Dattes hachées (21 %) • Fécule de maïs • Amidon de tapioca • Farine de pois chiches • Noix concassées • (7%) • Graines de tournesol (6%) • Sucre • Poudre à lever : Bicarbonate de soude, E450 • Sirop de sucre • Huile de tournesol • Sel • Stabilisant : Gomme xanthane. Pour les allergènes, : voir les ingrédients indiqués en gras. Ne convients pas aux personnes allergiques aux arachides et aux : autres fruits à coque en raison des méthodes de fabrication. Nos produits IMade Withoutl sont spécialement conçus pour notre clientèle suivant un régime alimentaire particulier et sont tous élaborés dans des environnements contrôlés. Vous avez ainsi l'assurance de pouvoir les savourer sanç danger. CONSERVATION A consommer de préférence avant le : voir sur le dessous de l'emballage. A conserver de préférence dans un endroit frais et sec. Une fois ouvert, conserver dans un récipient hermétique. glutenvriie crackers met dadels, walnoten en zonnebloempitten - gemaakt zonder tarwe INGREDIÉNTEN Rijstmeel • gehakte dadels (21 %) • maïszetmeel • tapiocazetmeel • kikkererwtenmeel • i gehakte walnoten (7%) • zonnebloempitten (6%) • suiker • rijsmiddel: natriumbicarbonaat, E450 • melasse • zonnebloemolie • zout • stabilisator: xanthaangom. Voor allergenen, zie de vetgedrukte ingrediënten. Niet geschikt voor mensen met een pinda- of andere notenallergie vanwege de productiemethoden. Al onze 'Made Withoutl-producten zijn zorgvuldig afgestemd op klanten met speciale dieeteisen. Ze worden bereid in een speciaal gecontroleerde omgeving; u kunt er dus zeker van zijn dat u er veilig van kunt genieten. BEWAARADVIES Ten minste houdbaar tot: zie onderkant verpakking. Bij voorkeur koel en droog bewaren. Eenmaal geopend, bewaren in een luchtdichte verpakking.",France,True,"Cultivation of vegetables, fruit, nuts",Walnuts,0.5329241,2.4163077789473686,11.875851828947368
Cornish Cruncher Cheddar & Pickled Onion Hand Cooked,,France,True,Processing of dairy products,Onions,0.44689685,0.3628603477707006,0.3953572643312102
Salt marsh lamb& mint hand cook crips,",tato crisps With mint and salt marsh lamb Seasoning GREDIENTS Potatoes • Sunflower Oil • Rice Flour • Igar • Salt • Dried Yeast Extract • Dried Onions . Dried der Vinegar • Dried Garlic • Dried Mint Flavouring • itish Salt Marsh Lamb Seasoning (Salt • Lamb Fat • )semary Extract) • Ground Black Pepper • Acidity Citric Acid • Colour: Paprika Extract. NFORMATION This product is sold by weight. }ettling of the contents may occur.",France,True,Production of meat products nec,Lamb chops,0.45438525,30.901992941176477,43.66
Gluten Free Melba Toasts With Apricots & Cashew Nuts,"Farine de riz • Fécule de maïs • Amidon de tapioca • Farine de pois chiches • Abricots déshydratés (contiennent Conservateur : E220 (_Sulfites_)) (8%) • Dattes hachées (8%) • Graines de lin (6%) • Graines de tournesol (6%) • Sucre • _Noix de cajou_ (4%) • Poudre à lever : Bicarbonate de soude, E450 • Sirop de sucre • Huile de tournesol • Sel • Romarin déshydraté • Stabilisant : Gomme xanthane.",France,True,"Cultivation of vegetables, fruit, nuts",Cashew nuts,0.5280461,2.087644250617284,11.720881622222224
Assorted Pralines Chocolates,"Sugar, wheat starch, whole soya flour, glucose syrup, cocoa butter, palm fat, caramel sugar syrup, whole milk powder, lactose, cocoa mass, dextrose, peanuts, hazelnuts, glucose-fructose syrup, sunflower lecithin, invertase, soya bean oil, rice flour, arti",United States,True,Processing of Food products nec,Chocolate spread,0.5531084,5.372300393750001,9.384214210714283
Fancy Truffles,"Palm oil, sugar, low fat cocoa, whey powder, cocoa powder, soy lecithin, vanilla extract.",United States,True,Cultivation of crops nec,Croissants,0.5026602,1.6822277803614705,3.670050556025579
"Fancy Truffles, Coffee","Palm oil, sugar, low fat cocoa, whey powder, cocoa powder, natural flavor, coffee and other natural flavors, soy lecithin, vanilla extract.",United States,True,Manufacture of beverages,Coffee beans,0.52480894,16.824608285840707,19.39196396017699
Assorted Pralines,"Sugar, wheat starch, whole soya flour, glucose syrup, cocoa butter, palm fat, caramel sugar syrup, whole milk powder, lactose, cocoa mass dextrose, peanuts, hazelnuts, glucose-fructose syrup, sunflower lecithin, invertase, soya bean oil, rice flour, artif",United States,True,Processing of meat poultry,Prawns,0.5247045,20.91128278264463,1.0171648834710745
Jersey Milk Chocolate,,"France,United Kingdom",True,Processing of dairy products,Milk chocolate,0.7500705,10.800274824937029,17.273873918891688
Peaches & Cream Fudge,,"France,United Kingdom",True,Processing of dairy products,Fruit smoothies,0.5226431,1.6489147438016527,1.2942647049586775
British self raising flour,,United Kingdom,True,Cultivation of cereal grains nec,Bread,0.41355017,0.8787608464606183,2.2412011
"Apple, Coconut Water, Cucumber, Spinach",Apple Juice (50%) Coconut Water 15%) ? Cucumber Purée (15%) Apple Purée 14%) ? Spinach Purée (3%) ? Lemon Juice ? Spirulina Extract ? Antioxidant: Ascorbic Acid.,France,True,Manufacture of beverages,Cucumber,0.6060393,0.8471137361163819,1.080248658570525
M&S Iced Tea Spanish Peach,"Water Peach Juice (12%), Sugar White Tea Infusion (3%) (White Tea Sugar) . Acidity Regulator: Citric Acid Antioxidant: Ascorbic Acid. Suitable for vegetarians and vegans",France,True,Manufacture of beverages,Tea,0.44160092,17.621043520156775,23.65968258174692
Finest Milk Chocolate,"Sugar, whole milk powder, cocoa butter, cocoa mass, emulsifier: soy lecithin, bourbon vanilla extract.",United States,True,Processing of dairy products,Milk chocolate,0.84734315,10.800274824937029,17.273873918891688
Edelvollmilch- Chocolade Finest Milk Chocolate,"Sugar, whole milk powder,cocoa butter, cocoa liquor, emulsifier: soy lecithin, bourbon vanilla extract.",United States,True,Processing of dairy products,Milk chocolate,0.6938549,10.800274824937029,17.273873918891688
Edelvollmilch-Chocolade Finest Milk Chocolate,"Sugar, whole milk powder, cocoa butter, cocoa mass, emulsifier: soy lecithin, bourbon vanilla extract.",United States,True,Processing of dairy products,Milk chocolate,0.6938549,10.800274824937029,17.273873918891688
Solid Milk Chocolate,"Sugar, full cream milk powder, cocoa butter, cocoa mass, emulsifier lecithin (soy), bourbon vanilla extract.",United States,True,Processing of dairy products,Milk chocolate,0.8520641,10.800274824937029,17.273873918891688
"Mochi, Cashew-Date","Organic sweet brown rice, filtered water, dates, cashews, cinnamon, natural vanilla flavor, and sea salt.",United States,True,Cultivation of crops nec,Cashew nuts,0.45440394,2.087644250617284,11.720881622222224
All butter summer trifle coockirs,,France,True,Processing of dairy products,Butter,0.54427314,3.324503183006536,3.619796747058824
Ultimate English Muffins,,"France,United Kingdom",True,Processing of Food products nec,Muffins,0.77412224,2.5836309558468336,3.076159288199736
Sparkling British Elderflower Presse,,"United Kingdom,United States",True,Manufacture of beverages,Sunflower oil,0.39265347,3.6613972142857145,19.461267114285715
British Rhubarb Presse With Ginger,,"France,United Kingdom",True,Manufacture of beverages,Tea,0.3861384,17.621043520156775,23.65968258174692
Decorated hollow white chocolate Arendelle Castle,,"France,United Kingdom",True,Manufacture of beverages,Dark chocolate,0.46308535,20.62003664137931,48.78823265344828
British Beef Braising Steak,beef braising steak  ,United Kingdom,True,Processing of meat cattle,Beef steak,0.718918,129.74771482600087,427.331125983305
Turkish Dried Apricots,"Apricots, sulfur dioxide as a preservative to promote color retention",United States,True,Cultivation of crops nec,Apricot jam,0.5594729,1.3821050899999998,1.368510216666667
Victoria plum and bergamot yogurt,victoria plum & bergamot yogurt 00033909 dessert lacté à la prtme Victoria et à ia INGRÉt*ENTS Lait • Prunes Vtctona (18%) Eau • de mais - • Colorant : de ordinaire Huile de,France,True,Processing of dairy products,Yoghurt,0.5647368,3.1118107311672683,3.2097209967509026
Extra Long Grain Enriched Rice,"Long grain rice, iron phosphate, niacin, thiamine mononitrate, and folic acid.",United States,True,Cultivation of cereal grains nec,Rice,0.6793286,3.925909801226994,2.9366605355828224
"Mousse, Milk Chocolate With Chocolate Mousse Filling","Sugar, vegetable fats (palm kernel, coconut, palm), whole milk powder, chocolate powder (13%) (sugar cocoa), cocoa butter, cocoa mass, skimmed milk powder, whey powder, hazelnuts, emulsifier: soya lecithin, flavor.",United States,True,Processing of dairy products,Milk chocolate,0.6899442,10.800274824937029,17.273873918891688
"Mousse, Milk Chocolate With Mousse Filling, Yogurt","Milk chocolate praline (cocoa solids: 30% minimum) with yogurt-flavoured mousses filling. ingredients: sugar, vegetable fats (palm kernel, coconut, palm), whole milk powder, cocoa butter, cocoa mass, whey powder, skimmed milk powder, emulsifier: soya leci",United States,True,Processing of dairy products,Milk chocolate,0.6403444,10.800274824937029,17.273873918891688
Creamy Peanut Butter,"Roasted peanuts, sugar, hydrogenated vegetable oil, (cottonseed, soybean and rapeseed oil) to prevent separation, salt.",United States,True,Processing of Food products nec,Peanut butter,0.8877073,3.434960202255639,8.694059591729324
Stuffed Queen Sevillano Olives,"Olives stuffed with pimento paste, water, salt, vinegar (contains sulfites), sodium alginate, guar gum.",United States,True,Cultivation of oil seeds,Pasta shells,0.48747152,1.0255827666666666,3.5033247666666667
British Iceberg Lettuce,iceberg lettuce,United Kingdom,True,Cultivation of crops nec,Lettuce,0.7014366,4.926023126492997,6.781334481008403
Yellow Mustard,"DISTILLED WHITE VINEGAR, WATER, MUSTARD SEED, MUSTARD BRAN, SALT, TURMERIC, PAPRIKA.",United States,True,Cultivation of crops nec,Tomato ketchup,0.4915185,2.609794211941467,1.667763272560234
tree ripened papaya,papaya,United Kingdom,True,Cultivation of crops nec,Cherry tomatoes,0.3661452,2.26636,0.930353076923077
Hard Filled Candy,"Sugar, glucose syrup, pgi red orange juice of sicily, citric acid, natural flavor of pgi red orange of sicily.",United States,True,Processing of Food products nec,Sugar,0.52098036,1.851685668181818,2.153669372727273
British whole cucumber,,United Kingdom,True,Cultivation of crops nec,Cucumber,0.7703962,0.8471137361163819,1.080248658570525
pressed British pear and blackcurrant juice,,United Kingdom,True,Manufacture of beverages,Apple juice,0.5799744,0.4583783999999999,0.66062946
"Coconut Tree Brand, Pho', Pho Soup Seasoning Spice Cube","Salt, sugar, monosodium glutamate, anistar.",United States,True,Manufacture of beverages,Coconut milk,0.47839373,3.319989781818182,0.5452690261363636
"Coconut Tree Brand, Pho Ga Spice Cube","Salt, sugar, monosodium glutamate, anistar.",United States,True,Manufacture of beverages,Coconut milk,0.5181287,3.319989781818182,0.5452690261363636
"Coconut Tree Brand, Kho Tieu Seasoning Spice Cube","Salt, sugar, monosodium glutamate, and spices",United States,True,Cultivation of crops nec,Coconut milk,0.4716177,3.319989781818182,0.5452690261363636
